SiteID,StudyID,Adjusted ESP with Coil (IWC),Furnace Fan Est. Airflow (CFM),Adjusted ESP with Coil (IWC) - All values,Furnace Fan Est. Airflow (CFM) All Values,Calculated alpha,Report ,Household Type,ESP Includes COIL,ESP Includes FILTER,Test Mode,Static Pressure (pascal),Static Pressure (in w. c.),Area (Sqft),Heated Floor Area (sqft),Heating Equipment Type,Cooling Equipment Type,State/Location,Comment,Air Handler Flow (CFM),Air Handler Flow (in w.c.),Pre-Retrofit (in w.c.),Post-Retrofit (in w.c.),Equipment Airflow Check (CFM),Capacity (Btu/hr),Total CFM,Filter pressure drop (Pa),Filter pressure drop (in w.c.),AC coil pressure drop (in w.c.),Supply plenum pressure wrt basement,ESP Post Coil (Pa),ESP Post Coil (in w.c.),a = P/Q2,AC tonnage,Furnace Location,"Location 1=attic, 2=basement, 3=closet, 4=outside, 5=garage",HOUSE_AGE,Construction,DUCTWORK_NEW,FURNACE_INSTALLED_WAC,FIRSTTIME_AC,DUCT_NUM_ZONES,DUCT_PERC_RIGIDMETAL,CITY,STATE,ZIP,Air Handler Watts,Motor Type,Furnace Input Capacity - High Fire (Btu/hr),Furnace Output Capacity - High Fire (Btu/hr),Furnace Input Capacity - Low Fire (Btu/hr),Furnace Output Capacity - Low Fire (Btu/hr),Blower Hp,Heating Setpoint (deg F),Cooling Setpoint (deg F),Sup. press. filter in place (Pa),Sup. press. TF in place (Pa),Filter pressure drop - fan only (Pa),Filter pressure drop - fan-only (in w.c.),ESP Post Coil - fan only(Pa),ESP Post Coil - fan-only (in w.c.),Supp. Press. Filter and TF ,TF CFM
53,14,0.63,880,0.63,880,8.16E-07,Proctor 1996b,Single Family,NO,YES,,107,0.43,,,,,Indiana,,880,,,,,,880000,,,,,,,4.88625E-07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,14,0.66,1049,0.66,1049,6.02E-07,Proctor 1996b,Single Family,NO,YES,,115,0.46,,,,,Indiana,,1049,,,,,,1049000,,,,,,,4.38637E-07,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,14,0.67,881,0.67,881,8.57E-07,Proctor 1996b,Single Family,NO,YES,,115,0.46,,,,,Indiana,,881,,,,,,881000,,,,,,,5.2593E-07,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,14,0.69,1019,0.69,1019,6.63E-07,Proctor 1996b,Single Family,NO,YES,,121,0.49,,,,,Indiana,,1019,,,,,,1019000,,,,,,,4.7679E-07,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,14,0.69,1071,0.69,1071,6.06E-07,Proctor 1996b,Single Family,NO,YES,,123,0.49,,,,,Indiana,,1071,,,,,,1071000,,,,,,,4.60019E-07,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,14,0.70,1664,0.70,1664,2.53E-07,Proctor 1996b,Single Family,NO,YES,,124,0.50,,,,,Indiana,,1664,,,,,,1664000,,,,,,,2.98738E-07,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,14,0.73,1108,0.73,1108,5.97E-07,Proctor 1996b,Single Family,NO,YES,,132,0.53,,,,,Indiana,,1108,,,,,,1108000,,,,,,,4.7875E-07,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,14,0.74,898,0.74,898,9.20E-07,Proctor 1996b,Single Family,NO,YES,,134,0.54,,,,,Indiana,,898,,,,,,898000,,,,,,,6.01E-07,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,14,0.76,1682,0.76,1682,2.68E-07,Proctor 1996b,Single Family,NO,YES,,138,0.56,,,,,Indiana,,1682,,,,,,1682000,,,,,,,3.30662E-07,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,14,0.78,1194,0.78,1194,5.44E-07,Proctor 1996b,Single Family,NO,YES,,143,0.57,,,,,Indiana,,1194,,,,,,1194000,,,,,,,4.80616E-07,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,14,0.85,680,0.85,680,1.83E-06,Proctor 1996b,Single Family,NO,YES,,161,0.65,,,,,Indiana,,680,,,,,,680000,,,,,,,9.4969E-07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,14,0.95,969,0.95,969,1.01E-06,Proctor 1996b,Single Family,NO,YES,,186,0.75,,,,,Indiana,,969,,,,,,969000,,,,,,,7.73031E-07,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,14,1.16,1825,1.16,1825,3.47E-07,Proctor 1996b,Single Family,NO,YES,,237,0.95,,,,,Indiana,,1825,,,,,,1825000,,,,,,,5.22088E-07,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,1.07,861,1.07,861,1.44E-06,Dickenhoff 1998,Single Family,NO,YES,,,0.863999,1438,,,,"Palm Springs, CA",Pre retrofit,861,,0.86,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,,1810,0.00,1810,0.00E+00,Dickenhoff 1998,Single Family,NO,YES,,,,1438,,,,"Palm Springs, CA",Pre retrofit,1810,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,0.73,1490,0.73,1490,3.28E-07,Dickenhoff 1998,Single Family,NO,YES,,,0.5264366,1588,,,,"Mountain View, CA",Pre retrofit,1490,,0.53,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,16,0.62,1210,0.62,1210,4.21E-07,Dickenhoff 1998,Single Family,NO,YES,,,0.4139158,,,,,,Pre retrofit,1210,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,16,0.71,1168,0.71,1168,5.22E-07,Dickenhoff 1998,Single Family,NO,YES,,,0.5103622,1393,,,,"Elk Grove, CA",Pre retrofit,1168,,0.51,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,16,0.54,1380,0.54,1380,2.83E-07,Dickenhoff 1998,Single Family,NO,YES,,,0.3375624,1533,,,,"Cedar Park, TX",Pre retrofit,1380,,0.34,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5679,16,0.48,987,0.48,987,4.88E-07,Dickenhoff 1998,Single Family,NO,YES,,,0.2732648,,,,,Bay area,Pre retrofit,987,,0.27,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4762,16,0.60,936,0.60,936,6.80E-07,Dickenhoff 1998,Single Family,NO,YES,,,0.3938228,,,,,Bay area,Pre retrofit,936,,0.39,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,16,0.89,688,0.89,688,1.87E-06,Dickenhoff 1998,Single Family,NO,YES,,,0.683162,,,,,Bay area,Pre retrofit,688,,0.68,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27a,16,0.73,1280,0.73,1280,4.45E-07,Dickenhoff 1998,Single Family,NO,YES,,,0.52764218,,,,,Bay area,Pre retrofit,1280,,0.53,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27b,16,0.71,1176,0.71,1176,5.17E-07,Dickenhoff 1998,Single Family,NO,YES,,,0.51277336,,,,,Bay area,Pre retrofit,1176,,0.51,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,,1077,0.00,1077,0.00E+00,Dickenhoff 1998,Single Family,NO,YES,,,,,,,,Bay area,Pre retrofit,1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,16,,1006,0.00,1006,0.00E+00,Dickenhoff 1998,Single Family,NO,YES,,,,,,,,Bay area,Pre retrofit,1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171,16,1.30,842,1.30,842,1.84E-06,Dickenhoff 1998,Single Family,NO,YES,,,1.1010964,,,,,Bay area,Pre retrofit,842,,1.10,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,16,0.48,322,0.48,322,4.59E-06,Dickenhoff 1998,Single Family,NO,YES,,,0.2732648,,,,,Bay area,Pre retrofit,322,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,16,0.26,508,0.26,508,1.01E-06,Dickenhoff 1998,Single Family,NO,YES,,,0.05746598,,,,,Bay area,Pre retrofit,508,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,1.05,892,1.05,892,1.32E-06,Dickenhoff 1998,Single Family,NO,YES,,,0.8519432,1438,,,,"Palm Springs, CA",Post retrofit,892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,0.78,1683,0.78,1683,2.75E-07,Dickenhoff 1998,Single Family,NO,YES,,,0.57707096,1438,,,,"Palm Springs, CA",Post retrofit,1683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,0.75,1440,0.75,1440,3.60E-07,Dickenhoff 1998,Single Family,NO,YES,,,0.54371658,1588,,,,"Mountain View, CA",Post retrofit,1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,16,,1020,0.00,1020,0.00E+00,Dickenhoff 1998,Single Family,NO,YES,,,,,,,,,Post retrofit,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,16,0.79,1243,0.79,1243,5.09E-07,Dickenhoff 1998,Single Family,NO,YES,,,0.5847063,1393,,,,"Elk Grove, CA",Post retrofit,1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,16,0.46,1210,0.46,1210,3.17E-07,Dickenhoff 1998,Single Family,NO,YES,,,0.261209,1533,,,,"Cedar Park, TX",Post retrofit,1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5679,16,0.52,947,0.52,947,5.75E-07,Dickenhoff 1998,Single Family,NO,YES,,,0.31304894,,,,,Bay area,Post retrofit,947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4762,16,0.61,992,0.61,992,6.20E-07,Dickenhoff 1998,Single Family,NO,YES,,,0.40748604,,,,,Bay area,Post retrofit,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,16,0.89,672,0.89,672,1.98E-06,Dickenhoff 1998,Single Family,NO,YES,,,0.6911992,,,,,Bay area,Post retrofit,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27a,16,0.76,1248,0.76,1248,4.88E-07,Dickenhoff 1998,Single Family,NO,YES,,,0.5585854,,,,,Bay area,Post retrofit,1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27b,16,0.81,1222,0.81,1222,5.40E-07,Dickenhoff 1998,Single Family,NO,YES,,,0.6047993,,,,,Bay area,Post retrofit,1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,,903,0.00,903,0.00E+00,Dickenhoff 1998,Single Family,NO,YES,,,,,,,,Bay area,Post retrofit,903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,16,,1017,0.00,1017,0.00E+00,Dickenhoff 1998,Single Family,NO,YES,,,,,,,,Bay area,Post retrofit,1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171,16,1.30,832,1.30,832,1.88E-06,Dickenhoff 1998,Single Family,NO,YES,,,1.0970778,,,,,Bay area,Post retrofit,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,16,,391,0.00,391,0.00E+00,Dickenhoff 1998,Single Family,NO,YES,,,,,,,,Bay area,Post retrofit,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,16,,545,0.00,545,0.00E+00,Dickenhoff 1998,Single Family,NO,YES,,,,,,,,Bay area,Post retrofit,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,1.08,636,1.08,636,2.67E-06,Pigg 2008 (2007 Study),Single Family,YES,YES,,268.8,1.08,,,,,Wisconsin,,,,,,,,636,,0.93,0.08,0.04,,,0.001697494,3,,,,,,,,,,,,,317,ECM,,,,,,,,,,,,,,,
2,20,1.28,898,1.28,898,1.59E-06,Pigg 2008 (2007 Study),Single Family,NO,NO,,215.6,0.87,,,,,Wisconsin,,,,,,,,898,,0.42,0.27,0.87,,,0.000965508,2.5,,,,,,,,,,,,,551,PSC,,,,,,,,,,,,,,,
3,20,0.80,808,0.80,808,1.22E-06,Pigg 2008 (2007 Study),Single Family,NO,YES,,148.1,0.60,,,,,Wisconsin,,,,,,,,808,,0.25,0.22,0.29,,,0.000736898,2,,,,,,,,,,,,,478,PSC,,,,,,,,,,,,,,,
4,20,0.61,540,0.61,540,2.10E-06,Pigg 2008 (2007 Study),Single Family,NO,YES,,102.5,0.41,,,,,Wisconsin,,,,,,,,540,,0.11,0.11,0.02,,,0.000762073,1.5,,,,,,,,,,,,,119,ECM,,,,,,,,,,,,,,,
5,20,0.97,554,0.97,554,3.17E-06,Pigg 2008 (2007 Study),Single Family,NO,NO,,138.4,0.56,,,,,Wisconsin,,,,,,,,554,,0.17,0.12,0.16,,,0.00100308,1.5,,,,,,,,,,,,,356,PSC,,,,,,,,,,,,,,,
6,20,1.06,1006,1.06,1006,1.04E-06,Pigg 2008 (2007 Study),Single Family,NO,YES,,212.5,0.85,,,,,Wisconsin,,,,,,,,1006,,0.16,0.21,0.30,,,0.000849016,1.5,,,,,,,,,,,,,556,ECM,,,,,,,,,,,,,,,
7,20,1.13,927,1.13,927,1.31E-06,Pigg 2008 (2007 Study),Single Family,NO,YES,,229.8,0.92,,,,,Wisconsin,,,,,,,,927,,0.21,0.35,0.21,,,0.000995719,2.5,,,,,,,,,,,,,408,PSC,,,,,,,,,,,,,,,
8,20,1.07,1183,1.07,1183,7.62E-07,Pigg 2008 (2007 Study),Single Family,NO,NO,,161.6,0.65,,,,,Wisconsin,,,,,,,,1183,,0.21,0.23,0.07,,,0.000548966,3,,,,,,,,,,,,,360,ECM,,,,,,,,,,,,,,,
9,20,1.09,1144,1.09,1144,8.34E-07,Pigg 2008 (2007 Study),Single Family,NO,NO,,167.6,0.67,,,,,Wisconsin,,,,,,,,1144,,0.25,0.17,0.07,,,0.000588851,2.5,,,,,,,,,,,,,343,ECM,,,,,,,,,,,,,,,
10,20,1.06,796,1.06,796,1.68E-06,Pigg 2008 (2007 Study),Single Family,NO,NO,,160.7,0.65,,,,,Wisconsin,,,,,,,,796,,0.40,0.09,0.05,,,0.00081075,2,,,,,,,,,,,,,336,PSC,,,,,,,,,,,,,,,
11,20,1.07,1014,1.07,1014,1.04E-06,Pigg 2008 (2007 Study),Single Family,NO,NO,,162.7,0.65,,,,,Wisconsin,,,,,,,,1014,,0.16,0.14,0.09,,,0.000644369,2.5,,,,,,,,,,,,,273,PSC,,,,,,,,,,,,,,,
12,20,0.93,844,0.93,844,1.31E-06,Pigg 2008 (2007 Study),Single Family,NO,YES,,182.2,0.73,,,,,Wisconsin,,,,,,,,844,,0.17,0.09,0.34,,,0.00086708,2,,,,,,,,,,,,,259,ECM,,,,,,,,,,,,,,,
13,20,1.52,1234,1.52,1234,9.97E-07,Pigg 2008 (2007 Study),Single Family,NO,YES,,327.3,1.32,,,,,Wisconsin,,,,,,,,1234,,0.52,0.21,0.30,,,0.001065845,2.5,,,,,,,,,,,,,832,ECM,,,,,,,,,,,,,,,
14,20,0.34,1025,0.34,1025,3.27E-07,Pigg 2008 (2007 Study),Single Family,YES,YES,,85.5,0.34,,,,,Wisconsin,,,,,,,,1025,,0.13,,0.06,,,0.000335341,3,,,,,,,,,,,,,281,ECM,,,,,,,,,,,,,,,
15,20,0.84,1281,0.84,1281,5.11E-07,Pigg 2008 (2007 Study),Single Family,NO,YES,,158.5,0.64,,,,,Wisconsin,,,,,,,,1281,,0.17,0.14,0.16,,,0.000497199,2,,,,,,,,,,,,,554,PSC,,,,,,,,,,,,,,,
21,20,1.01,779,1.01,779,1.67E-06,Pigg 2008 (2007 Study),Single Family,NO,NO,,147.4,0.59,,,,,Wisconsin,,,,,,,,779,,0.10,0.13,0.05,,,0.000760978,2.5,,,,,,,,,,,,,329,ECM,,,,,,,,,,,,,,,
22,20,0.71,655,0.71,655,1.65E-06,Pigg 2008 (2007 Study),Single Family,NO,YES,,126.0,0.51,,,,,Wisconsin,,,,,,,,655,,0.23,0.07,0.19,,,0.000773093,2,,,,,,,,,,,,,408,PSC,,,,,,,,,,,,,,,
23,20,1.08,775,1.08,775,1.79E-06,Pigg 2008 (2007 Study),Single Family,NO,NO,,164.5,0.66,,,,,Wisconsin,,,,,,,,775,,0.33,0.20,0.06,,,0.000852942,2.5,,,,,,,,,,,,,140,PSC,,,,,,,,,,,,,,,
24,20,0.06,652,0.06,652,1.35E-07,Pigg 2008 (2007 Study),Single Family,YES,YES,,14.3,0.06,,,,,Wisconsin,,,,,,,,652,,0.14,0.05,0.05,,,8.81553E-05,2,,,,,,,,,,,,,112,ECM,,,,,,,,,,,,,,,
25,20,1.11,1181,1.11,1181,7.97E-07,Pigg 2008 (2007 Study),Single Family,NO,YES,,226.0,0.91,,,,,Wisconsin,,,,,,,,1181,,0.17,0.38,0.13,,,0.000769287,2.5,,,,,,,,,,,,,827,PSC,,,,,,,,,,,,,,,
26,20,1.20,870,1.20,870,1.58E-06,Pigg 2008 (2007 Study),Single Family,NO,NO,,194.9,0.78,,,,,Wisconsin,,,,,,,,870,,0.21,0.22,0.15,,,0.000899751,1.5,,,,,,,,,,,,,388,ECM,,,,,,,,,,,,,,,
27,20,0.73,1069,0.73,1069,6.41E-07,Pigg 2008 (2007 Study),Single Family,YES,YES,,182.2,0.73,,,,,Wisconsin,,,,,,,,1069,,0.24,0.28,0.08,,,0.000685146,2,,,,,,,,,,,,,517,PSC,,,,,,,,,,,,,,,
28,20,0.96,811,0.96,811,1.46E-06,Pigg 2008 (2007 Study),Single Family,NO,NO,,135.4,0.54,,,,,Wisconsin,,,,,,,,811,,0.30,0.13,0.04,,,0.000671003,2.5,,,,,,,,,,,,,210,ECM,,,,,,,,,,,,,,,
29,20,0.51,718,0.51,718,9.80E-07,Pigg 2008 (2007 Study),Single Family,NO,YES,,75.5,0.30,,,,,Wisconsin,,,,,,,,718,,0.11,0.17,0.08,,,0.000422289,1.5,,,,,,,,,,,,,317,PSC,,,,,,,,,,,,,,,
30,20,0.66,849,0.66,849,9.16E-07,Pigg 2008 (2007 Study),Single Family,NO,YES,,114.2,0.46,,,,,Wisconsin,,,,,,,,849,,0.13,0.19,0.08,,,0.000540306,2,,,,,,,,,,,,,360,PSC,,,,,,,,,,,,,,,
31,20,1.17,893,1.17,893,1.46E-06,Pigg 2008 (2007 Study),Single Family,NO,NO,,187.0,0.75,,,,,Wisconsin,,,,,,,,893,,0.08,0.69,0.60,,,0.000841226,2.5,,,,,,,,,,,,,375,PSC,,,,,,,,,,,,,,,
32,20,0.71,892,0.71,892,8.92E-07,Pigg 2008 (2007 Study),Single Family,YES,YES,,176.6,0.71,,,,,Wisconsin,,,,,,,,892,,0.19,0.24,0.12,,,0.000795521,2,,,,,,,,,,,,,455,PSC,,,,,,,,,,,,,,,
33,20,1.01,945,1.01,945,1.14E-06,Pigg 2008 (2007 Study),Single Family,NO,YES,,202.2,0.81,,,,,Wisconsin,,,,,,,,945,,0.21,0.28,0.12,,,0.000860272,2.5,,,,,,,,,,,,,509,PSC,,,,,,,,,,,,,,,
34,20,1.27,988,1.27,988,1.31E-06,Pigg 2008 (2007 Study),Single Family,NO,YES,,266.9,1.07,,,,,Wisconsin,,,,,,,,988,,0.25,0.36,0.25,,,0.001085315,2,,,,,,,,,,,,,525,ECM,,,,,,,,,,,,,,,
35,20,0.95,711,0.95,711,1.88E-06,Pigg 2008 (2007 Study),Single Family,NO,NO,,133.4,0.54,,,,,Wisconsin,,,,,,,,711,,0.11,0.43,0.31,,,0.000753646,2.5,,,,,,,,,,,,,249,ECM,,,,,,,,,,,,,,,
36,20,1.12,1028,1.12,1028,1.06E-06,Pigg 2008 (2007 Study),Single Family,NO,NO,,175.9,0.71,,,,,Wisconsin,,,,,,,,1028,,0.37,0.17,0.08,,,0.000687796,2.5,,,,,,,,,,,,,470,PSC,,,,,,,,,,,,,,,
41,20,1.10,1129,1.10,1129,8.61E-07,Pigg 2008 (2007 Study),Single Family,NO,NO,,169.4,0.68,,,,,Wisconsin,,,,,,,,1129,,0.24,0.16,0.09,,,0.000603027,3,,,,,,,,,,,,,573,PSC,,,,,,,,,,,,,,,
42,20,1.25,1103,1.25,1103,1.03E-06,Pigg 2008 (2007 Study),Single Family,NO,NO,,207.0,0.83,,,,,Wisconsin,,,,,,,,1103,,0.20,0.20,0.20,,,0.000753819,2.5,,,,,,,,,,,,,530,PSC,,,,,,,,,,,,,,,
43,20,1.23,1083,1.23,1083,1.05E-06,Pigg 2008 (2007 Study),Single Family,NO,NO,,203.4,0.82,,,,,Wisconsin,,,,,,,,1083,,0.29,0.28,0.11,,,0.000754545,2.5,,,,,,,,,,,,,553,PSC,,,,,,,,,,,,,,,
44,20,0.78,600,0.78,600,2.16E-06,Pigg 2008 (2007 Study),Single Family,NO,YES,,143.5,0.58,,,,,Wisconsin,,,,,,,,600,,0.07,0.35,0.06,,,0.000960913,2,,,,,,,,,,,,,329,PSC,,,,,,,,,,,,,,,
46,20,0.82,1274,0.82,1274,5.08E-07,Pigg 2008 (2007 Study),Single Family,NO,YES,,154.9,0.62,,,,,Wisconsin,,,,,,,,1274,,0.21,0.29,0.04,,,0.00048868,3,,,,,,,,,,,,,777,PSC,,,,,,,,,,,,,,,
47,20,1.38,961,1.38,961,1.49E-06,Pigg 2008 (2007 Study),Single Family,NO,YES,,293.5,1.18,,,,,Wisconsin,,,,,,,,961,,0.85,0.07,0.15,,,0.001226853,2,,,,,,,,,,,,,584,ECM,,,,,,,,,,,,,,,
48,20,0.97,1286,0.97,1286,5.84E-07,Pigg 2008 (2007 Study),Single Family,NO,YES,,190.1,0.76,,,,,Wisconsin,,,,,,,,1286,,0.30,0.12,0.20,,,0.000593963,4,,,,,,,,,,,,,296,ECM,,,,,,,,,,,,,,,
49,20,1.55,1093,1.55,1093,1.30E-06,Pigg 2008 (2007 Study),Single Family,NO,NO,,283.1,1.14,,,,,Wisconsin,,,,,,,,1093,,0.77,0.14,0.10,,,0.00104108,3,,,,,,,,,,,,,462,ECM,,,,,,,,,,,,,,,
50,20,0.71,870,0.71,870,9.35E-07,Pigg 2008 (2007 Study),Single Family,YES,YES,,176.3,0.71,,,,,Wisconsin,,,,,,,,870,,0.06,0.26,0.11,,,0.00081418,2,,,,,,,,,,,,,548,PSC,,,,,,,,,,,,,,,
51,20,0.87,1054,0.87,1054,7.85E-07,Pigg 2008 (2007 Study),Single Family,NO,YES,,166.8,0.67,,,,,Wisconsin,,,,,,,,1054,,0.34,0.07,0.10,,,0.000635782,2.5,,,,,,,,,,,,,304,ECM,,,,,,,,,,,,,,,
52,20,1.13,775,1.13,775,1.88E-06,Pigg 2008 (2007 Study),Single Family,NO,YES,,231.5,0.93,,,,,Wisconsin,,,,,,,,775,,0.66,0.17,0.04,,,0.001200192,2.5,,,,,,,,,,,,,431,PSC,,,,,,,,,,,,,,,
53,20,1.21,1006,1.21,1006,1.20E-06,Pigg 2008 (2007 Study),Single Family,NO,NO,,198.1,0.80,,,,,Wisconsin,,,,,,,,1006,,0.46,0.10,0.09,,,0.000791513,3,,,,,,,,,,,,,483,PSC,,,,,,,,,,,,,,,
54,20,1.28,942,1.28,942,1.45E-06,Pigg 2008 (2007 Study),Single Family,NO,YES,,269.0,1.08,,,,,Wisconsin,,,,,,,,942,,0.30,0.44,0.14,,,0.001147279,2,,,,,,,,,,,,,494,PSC,,,,,,,,,,,,,,,
55,20,1.18,726,1.18,726,2.23E-06,Pigg 2008 (2007 Study),Single Family,NO,NO,,189.3,0.76,,,,,Wisconsin,,,,,,,,726,,0.20,0.19,0.09,,,0.001047521,2,,,,,,,,,,,,,438,PSC,,,,,,,,,,,,,,,
56,20,1.29,1027,1.29,1027,1.22E-06,Pigg 2008 (2007 Study),Single Family,NO,NO,,216.4,0.87,,,,,Wisconsin,,,,,,,,1027,,0.33,0.27,0.09,,,0.000847099,3,,,,,,,,,,,,,516,PSC,,,,,,,,,,,,,,,
57,20,1.26,1510,1.26,1510,5.50E-07,Pigg 2008 (2007 Study),Single Family,NO,NO,,208.6,0.84,,,,,Wisconsin,,,,,,,,1510,,0.31,0.20,0.11,,,0.000555089,3.5,,,,,,,,,,,,,460,ECM,,,,,,,,,,,,,,,
58,20,0.94,1146,0.94,1146,7.15E-07,Pigg 2008 (2007 Study),Single Family,NO,YES,,183.3,0.74,,,,,Wisconsin,,,,,,,,1146,,0.14,0.16,0.09,,,0.000643131,3,,,,,,,,,,,,,442,ECM,,,,,,,,,,,,,,,
59,20,1.30,903,1.30,903,1.60E-06,Pigg 2008 (2007 Study),Single Family,NO,YES,,274.0,1.10,,,,,Wisconsin,,,,,,,,903,,0.45,0.21,0.28,,,0.001220026,2,,,,,,,,,,,,,596,PSC,,,,,,,,,,,,,,,
60,20,0.56,767,0.56,767,9.61E-07,Pigg 2008 (2007 Study),Single Family,NO,YES,,90.2,0.36,,,,,Wisconsin,,,,,,,,767,,0.07,0.07,0.11,,,0.000472825,2,,,,,,,,,,,,,153,ECM,,,,,,,,,,,,,,,
61,20,1.18,724,1.18,724,2.24E-06,Pigg 2008 (2007 Study),Single Family,NO,YES,,242.3,0.97,,,,,Wisconsin,,,,,,,,724,,0.04,0.20,0.48,,,0.00134497,2,,,,,,,,,,,,,410,PSC,,,,,,,,,,,,,,,
62,20,1.21,968,1.21,968,1.30E-06,Pigg 2008 (2007 Study),Single Family,NO,NO,,198.5,0.80,,,,,Wisconsin,,,,,,,,968,,0.18,0.22,0.14,,,0.000824286,2.5,,,,,,,,,,,,,447,PSC,,,,,,,,,,,,,,,
63,20,0.91,1430,0.91,1430,4.46E-07,Pigg 2008 (2007 Study),Single Family,NO,YES,,176.7,0.71,,,,,Wisconsin,,,,,,,,1430,,0.31,0.14,0.07,,,0.000496668,3,,,,,,,,,,,,,615,PSC,,,,,,,,,,,,,,,
64,20,1.07,777,1.07,777,1.77E-06,Pigg 2008 (2007 Study),Single Family,NO,YES,,215.1,0.86,,,,,Wisconsin,,,,,,,,777,,0.29,0.42,0.05,,,0.001112408,2.5,,,,,,,,,,,,,524,PSC,,,,,,,,,,,,,,,
65,20,1.21,898,1.21,898,1.50E-06,Pigg 2008 (2007 Study),Single Family,NO,YES,,251.4,1.01,,,,,Wisconsin,,,,,,,,898,,0.09,0.29,0.26,,,0.001125149,2,,,,,,,,,,,,,375,PSC,,,,,,,,,,,,,,,
66,20,0.93,793,0.93,793,1.48E-06,Pigg 2008 (2007 Study),Single Family,YES,YES,,231.3,0.93,,,,,Wisconsin,,,,,,,,793,,0.08,0.19,0.15,,,0.001171884,2.5,,,,,,,,,,,,,699,PSC,,,,,,,,,,,,,,,
67,20,0.94,855,0.94,855,1.29E-06,Pigg 2008 (2007 Study),Single Family,NO,NO,,130.7,0.53,,,,,Wisconsin,,,,,,,,855,,0.09,0.03,0.17,,,0.000614447,2.5,,,,,,,,,,,,,93,ECM,,,,,,,,,,,,,,,
